"Player Position X {0.100}","Player Position Y {0.100}","Player Position Z {0.100}","Head Rotation X {0.100}","Head Rotation Y {0.100}","Head Rotation Z {0.100}","Player Height {0.100}","Object Viewed by Player {0.100}","Simulation Timings {0.200}"
6.550,0.000,-0.040,353.903,258.180,358.778,0.815,"SmokePlane (16) from [27.05] to [32.57]","Begining : [27.2]"
6.550,0.000,-0.040,353.898,258.173,358.780,0.815,"NPC Suzie from [32.57] to [33.07]","Ending : [37.22]"
6.550,0.000,-0.040,353.898,258.183,358.781,0.815,"SmokePlane (16) from [33.07] to [34.15]","Duration : {0.0}"
6.550,0.000,-0.040,353.901,258.176,358.789,0.815,"NPC Lewis from [34.15] to [34.40]",
6.550,0.000,-0.040,353.917,258.178,358.798,0.815,"SmokePlane (16) from [34.40] to [34.97]",
6.550,0.000,-0.040,353.897,258.188,358.793,0.815,"NPC Martha from [34.97] to [35.44]",
6.550,0.000,-0.040,353.900,258.193,358.797,0.815,"Door from [35.44] to [35.55]",
6.550,0.000,-0.040,353.887,258.188,358.807,0.815,"Cube from [35.55] to [36.53]",
6.550,0.000,-0.040,353.886,258.191,358.807,0.815,"NPC Martha from [36.53] to [36.76]",
6.550,0.000,-0.040,353.873,258.185,358.821,0.815,,
6.550,0.000,-0.040,353.868,258.179,358.813,0.815,,
6.550,0.000,-0.040,353.867,258.190,358.807,0.815,,
6.550,0.000,-0.040,353.866,258.196,358.805,0.815,,
6.550,0.000,-0.040,353.875,258.191,358.807,0.815,,
6.550,0.000,-0.040,353.884,258.184,358.809,0.815,,
6.550,0.000,-0.040,353.881,258.190,358.807,0.815,,
6.550,0.000,-0.040,353.882,258.198,358.794,0.815,,
6.550,0.000,-0.040,353.885,258.195,358.802,0.815,,
6.550,0.000,-0.040,353.885,258.201,358.799,0.815,,
6.550,0.000,-0.040,353.884,258.198,358.803,0.815,,
6.550,0.000,-0.040,353.884,258.187,358.799,0.815,,
6.550,0.000,-0.040,353.887,258.192,358.792,0.815,,
6.550,0.000,-0.040,353.894,258.198,358.790,0.815,,
6.550,0.000,-0.040,353.887,258.198,358.782,0.815,,
6.550,0.000,-0.040,353.879,258.199,358.785,0.815,,
6.550,0.000,-0.040,353.875,258.199,358.794,0.815,,
6.550,0.000,-0.040,353.868,258.200,358.793,0.815,,
6.550,0.000,-0.040,353.873,258.191,358.796,0.815,,
6.550,0.000,-0.040,353.881,258.188,358.797,0.815,,
6.550,0.000,-0.040,353.876,258.190,358.801,0.815,,
6.550,0.000,-0.040,353.878,258.192,358.797,0.815,,
6.550,0.000,-0.040,353.872,258.187,358.808,0.815,,
6.550,0.000,-0.040,353.866,258.195,358.817,0.815,,
6.550,0.000,-0.040,353.877,258.195,358.814,0.815,,
