"Player Position X {0.100}","Player Position Y {0.100}","Player Position Z {0.100}","Head Rotation X {0.100}","Head Rotation Y {0.100}","Head Rotation Z {0.100}","Player Height {0.100}","Object Viewed by Player {0.100}","Simulation Timings {0.200}"
1.815,0.000,2.472,68.540,329.241,359.332,1.311,"XR Origin from [258.46] to [260.53]","Begining : [258.6]"
1.815,0.000,2.472,76.710,312.026,345.352,1.295,"Wall_door_307 from [260.53] to [261.75]",
1.815,0.000,2.472,83.545,286.525,322.345,1.282,"Ground_307 from [261.75] to [261.86]",
1.815,0.000,2.472,83.051,289.564,325.978,1.282,"WC_307.07 from [261.86] to [261.98]",
1.815,0.000,2.472,81.958,302.685,338.578,1.288,"XR Origin from [261.98] to [263.50]",
1.815,0.000,2.472,79.372,322.302,355.383,1.300,"WC_307.03 from [263.50] to [263.62]",
1.815,0.000,2.472,75.841,334.054,5.192,1.316,"WC_307.04 from [263.62] to [263.73]",
1.815,0.000,2.472,74.050,335.667,6.253,1.325,"Wall_north_307 from [263.73] to [263.84]",
1.815,0.000,2.472,72.636,334.493,5.097,1.331,"Wall_WC_307 from [263.84] to [263.95]",
1.815,0.000,2.472,71.963,332.520,2.224,1.335,"Wall_north_307 from [263.95] to [264.06]",
1.815,0.000,2.472,72.165,333.116,1.951,1.334,"Bathroom_Door_307 from [264.06] to [269.25]",
1.815,0.000,2.472,72.252,334.922,3.213,1.334,"Wall_north_307 from [269.25] to [269.69]",
1.815,0.000,2.472,71.470,335.231,3.187,1.336,"Bathroom_door__handle_307 from [269.69] to [269.81]",
1.815,0.000,2.472,70.072,334.513,3.100,1.340,"Wall_north_307 from [269.81] to [270.25]",
1.815,0.000,2.472,67.701,333.120,2.371,1.346,"Bathroom_door__handle_307 from [270.25] to [270.47]",
1.815,0.000,2.472,62.634,330.674,1.337,1.360,"Bathroom_door_frame_left_307 from [270.47] to [270.58]",
1.815,0.000,2.472,57.525,325.742,0.163,1.375,"Bathroom_Door_307 from [270.58] to [272.13]",
1.815,0.000,2.472,52.910,315.166,358.732,1.390,"SmokePlane (34) from [272.13] to [275.01]",
1.815,0.000,2.472,49.979,302.743,357.689,1.400,"Cushion_middle_307 from [275.01] to [275.12]",
1.815,0.000,2.472,45.436,280.531,356.503,1.418,"Cushion_west_307 from [275.12] to [275.24]",
1.814,0.000,2.518,42.875,267.606,355.585,1.424,"Duvet02_307 from [275.24] to [275.34]",
1.804,0.000,2.639,41.380,257.625,357.499,1.429,"Duvet03_307 from [275.34] to [275.46]",
1.780,0.000,2.742,42.107,249.423,359.711,1.425,"Plaid_307 from [275.46] to [275.69]",
1.737,0.000,2.786,43.706,238.022,1.416,1.424,"Ground_307 from [275.69] to [276.13]",
1.676,0.000,2.818,42.679,227.547,1.142,1.427,"Wall_south_307 from [276.13] to [276.35]",
1.638,0.000,2.813,42.954,219.873,1.537,1.425,"Ground_307 from [276.35] to [276.46]",
1.622,0.000,2.767,43.650,210.924,1.741,1.428,"Wall_south_307 from [276.46] to [277.67]",
1.621,0.000,2.701,44.319,204.769,3.268,1.427,"Wall_window_307 from [277.67] to [278.22]",
1.636,0.000,2.618,46.353,202.656,3.650,1.422,"SmokePlane (20) from [278.22] to [278.34]",
1.663,0.000,2.523,48.006,204.120,5.181,1.416,"SmokePlane (34) from [278.34] to [278.56]",
1.694,0.000,2.414,52.027,207.814,5.251,1.402,"Wall_door_bathroom_307 from [278.56] to [279.11]",
1.724,0.000,2.303,55.336,210.011,3.839,1.380,"SmokePlane (26) from [279.11] to [280.78]",
1.772,0.000,2.300,60.767,212.303,7.117,1.345,"Closet_door_left_307 from [280.78] to [280.89]",
