"Player Position X",0.156,0.157,0.158,0.161,0.167,0.173,0.180,0.188,0.195,0.201,0.203,0.202,0.200,0.196,0.191,0.185,0.179,0.168,0.141,0.125,0.123,0.117,0.093,0.061,0.029,0.003,-0.021,-0.044,-0.066,-0.089,-0.135,-0.203,-0.273,-0.360,-0.440,-0.444,-0.420,-0.426,-0.462,-0.486,-0.478,-0.473,-0.481,-0.488,-0.449,-0.394,-0.342,-0.292,-0.204,-0.108,-0.004,0.119,0.236,0.368,0.501,0.627,0.771,0.897,0.947,0.974,0.983,0.984,0.984,0.972,0.950,0.950,0.950,0.950,0.826,0.685,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.634,0.731,0.834,0.938,1.074,1.208
"Player Position Y",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Player Position Z",8.839,8.989,9.134,9.271,9.413,9.549,9.691,9.849,9.993,10.143,10.290,10.430,10.566,10.702,10.843,10.984,11.123,11.256,11.396,11.540,11.684,11.825,11.968,12.101,12.231,12.360,12.491,12.621,12.752,12.881,13.008,13.125,13.241,13.349,13.466,13.608,13.745,13.887,14.013,14.144,14.280,14.415,14.551,14.688,14.813,14.932,15.054,15.178,15.279,15.363,15.449,15.513,15.572,15.642,15.709,15.748,15.792,15.833,15.914,15.983,15.999,16.001,16.001,16.035,16.116,16.116,16.116,16.116,16.106,16.070,16.043,16.043,16.043,16.043,16.043,16.043,16.043,16.094,16.183,16.277,16.356,16.402,16.397
"Head Rotation X",347.735,347.796,347.751,347.691,347.688,347.592,347.564,347.451,347.348,347.235,347.183,347.049,347.085,347.187,347.110,346.942,346.689,346.775,346.685,346.712,346.379,345.587,344.004,342.543,341.700,341.809,342.005,342.138,342.257,342.431,342.330,342.797,343.279,343.808,344.546,345.919,346.879,347.444,347.471,347.130,346.828,346.509,346.508,346.413,346.146,345.961,345.755,345.510,344.727,344.096,343.743,343.367,342.606,342.465,342.045,342.025,342.001,341.757,341.244,339.833,338.326,338.373,338.309,338.323,338.067,337.800,337.605,337.318,337.549,337.759,337.859,338.879,342.295,345.762,343.939,341.753,341.303,341.514,341.864,342.044,341.956,341.653,340.890
"Head Rotation Y",355.455,355.119,355.128,355.261,355.191,355.023,354.858,354.621,354.440,354.254,354.142,354.090,354.024,353.813,353.648,353.546,353.500,353.481,353.128,352.998,352.786,352.603,352.238,352.017,351.639,351.529,351.233,351.103,351.249,351.562,351.933,351.599,351.207,350.926,351.086,352.112,353.986,355.196,356.615,357.653,358.270,358.285,358.078,357.852,357.752,357.347,357.066,357.019,356.816,356.464,356.070,354.972,353.483,352.899,352.755,352.530,352.269,351.884,351.329,348.165,343.421,342.838,343.105,343.306,343.747,344.419,345.188,345.792,345.864,345.989,346.617,348.305,351.774,3.242,25.176,39.870,34.989,31.995,29.131,28.854,28.941,28.377,27.760
"Head Rotation Z",0.213,0.149,-0.003,0.021,0.053,0.128,0.321,0.591,0.663,0.745,0.800,0.947,0.971,1.008,1.180,1.294,1.473,1.672,1.828,2.051,2.202,2.222,2.506,2.925,3.639,3.617,3.801,3.919,4.072,4.404,4.685,5.232,5.541,5.935,5.947,5.745,5.544,5.909,6.465,7.039,7.575,7.867,7.999,7.989,8.364,8.632,8.667,8.987,9.260,9.411,9.554,10.359,10.915,11.046,11.185,11.333,11.455,11.617,11.905,13.082,14.484,15.097,15.445,15.852,15.914,15.778,15.504,15.542,15.685,15.667,15.309,14.444,10.874,8.531,9.853,9.489,6.668,6.083,6.677,6.837,6.881,6.440,6.476
"Player Height",1.207,1.207,1.207,1.207,1.207,1.208,1.208,1.208,1.208,1.209,1.209,1.209,1.209,1.209,1.209,1.209,1.210,1.210,1.210,1.211,1.211,1.213,1.216,1.219,1.221,1.221,1.220,1.220,1.220,1.220,1.219,1.219,1.218,1.216,1.214,1.211,1.208,1.207,1.206,1.207,1.208,1.208,1.208,1.209,1.210,1.210,1.210,1.211,1.213,1.214,1.215,1.216,1.218,1.218,1.219,1.219,1.219,1.220,1.221,1.224,1.227,1.227,1.227,1.227,1.228,1.228,1.228,1.228,1.228,1.227,1.226,1.224,1.219,1.214,1.218,1.221,1.222,1.221,1.222,1.222,1.223,1.225,1.226
