"Player Position X {0.100}",3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.317,3.252,3.164,3.121,3.099,3.085,3.065,3.012,2.899,2.822,2.706,2.600,2.533,2.514,2.542,2.566,2.569,2.570,2.570,2.565,2.509,2.409,2.298,2.176,2.044,1.909,1.770,1.640,1.498,1.357,1.230,1.120,1.028,0.962,0.961,0.950,0.948,0.948,0.981,1.057,1.159,1.251,1.367,1.497,1.634,1.763,1.901,2.040,2.096,2.120,2.137,2.148,2.168,2.209,2.232,2.236,2.236,2.237,2.242,2.250,2.259,2.268,2.276,2.354,2.354,2.354,2.354,2.354,2.354,2.354,2.354,2.354,2.354,2.354,2.489,2.626,2.767,2.910,2.938,2.938,2.938,2.948,2.930,2.890,2.831,2.771,2.771,2.771,2.771,2.835,2.835,2.835,2.835,2.835,2.835,2.827,2.814,2.809,2.808,2.797,2.808,2.687,2.561,2.446,2.404,2.404,2.404,2.327,2.195,2.058,1.944,1.802,1.658,1.496,1.355,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.325,1.190,1.051,0.908,0.765,0.621,0.477,0.332,0.189,0.048,-0.038,-0.029,-0.029,-0.029,-0.133,-0.268,-0.371,-0.371,-0.371,-0.371,-0.371,-0.371,-0.394,-0.514,-0.650,-0.755,-0.830,-0.898,-0.967,-1.021,-1.036,-1.036,-1.036,-1.036,-1.036,-1.067,-1.146,-1.146,-1.146,-1.142,-1.153,-1.170,-1.210,-1.245,-1.306,-1.315,-1.315,-1.315,-1.315,-1.315,-1.315,-1.315,-1.315,-1.315,-1.315,-1.315,-1.315,-1.315,-1.315,-1.314,-1.315,-1.321,-1.248,-1.228,-1.228,-1.228,-1.228,-1.228,-1.228,-1.228,-1.228,-1.228,-1.228,-1.228,-1.197,-1.157,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.138,-1.144,-1.156,-1.174,-1.220,-1.252,-1.252,-1.310,-1.320,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.318,-1.336,-1.377,-1.412,-1.449,-1.483,-1.514,-1.523,-1.513,-1.480,-1.439,-1.400,-1.361,-1.326,-1.298,-1.272,-1.248,-1.225,-1.202,-1.179,-1.159,-1.140,-1.123,-1.107,-1.091,-1.077,-1.065,-1.067,-1.087,-1.108,-1.129,-1.148,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.165,-1.161,-1.148,-1.130,-1.113,-1.095,-1.078,-1.061,-1.044,-1.027,-1.008,-0.990,-0.973,-0.958,-0.951,-0.918,-0.863,-0.809,-0.751,-0.698,-0.643,-0.589,-0.536,-0.483,-0.451,-0.439,-0.412,-0.386,-0.362,-0.340,-0.323,-0.309,-0.300,-0.295,-0.293,-0.296,-0.304,-0.315,-0.328,-0.344,-0.365,-0.395,-0.428,-0.457,-0.489,-0.518,-0.526,-0.526,-0.526,-0.526,-0.526,-0.526,-0.526,-0.526,-0.482,-0.429,-0.397,-0.377,-0.358,-0.349,-0.370,-0.425,-0.480,-0.536,-0.591,-0.646,-0.701,-0.755,-0.786,-0.754,-0.701,-0.646,-0.593,-0.542,-0.492,-0.442,-0.392,-0.341,-0.286,-0.242,-0.242,-0.242,-0.195,-0.157,-0.157,-0.136,-0.091,-0.046,0.001,0.051,0.101,0.152,0.204,0.255,0.304,0.354,0.404,0.454,0.504,0.553,0.602,0.652,0.698,0.747,0.796,0.847,0.893,0.943,0.995,1.046,1.098,1.150,1.201,1.253,1.306,1.359,1.403,1.444,1.487,1.531,1.577,1.632,1.688,1.743,1.798,1.848,1.898,1.954,2.009,2.065,2.121,2.176,2.231,2.287,2.344,2.398,2.454,2.509,2.562,2.599,2.608,2.589,2.560,2.525,2.486,2.444,2.403,2.361,2.319,2.276,2.235,2.192,2.154,2.154,2.154,2.154,2.154,2.112,2.072,2.031,2.001,2.001,2.001,2.043,2.094,2.141,2.183,2.225,2.267,2.310,2.352,2.390,2.427,2.465,2.506,2.550,2.593,2.640,2.688,2.737,2.787,2.836,2.886,2.934,2.983,3.037,3.085,3.135,3.183,3.231,3.278,3.326,3.374,3.424,3.474,3.523,3.567,3.613,3.667,3.717,3.768,3.819,3.869,3.919,3.970,4.016,4.063,4.113,4.163,4.214,4.264,4.315,4.365,4.416,4.466,4.513,4.563,4.613,4.664,4.714,4.765,4.815,4.865,4.915,4.960,5.009,5.057,5.106,5.154,5.202,5.249,5.296,5.338,5.381,5.423,5.465,5.506,5.546,5.585,5.622,5.658,5.694,5.729,5.760,5.787,5.802,5.802,5.802,5.802,5.802,5.777,5.728,5.682,5.637,5.592,5.547,5.513,5.513,5.512,5.509,5.506,5.503,5.500,5.498,5.497,5.502,5.516,5.536,5.566,5.605,5.647,5.683,5.721,5.746,5.747,5.729,5.724,5.725,5.721,5.700,5.680
"Player Position Y {0.100}",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Player Position Z {0.100}",1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.847,1.818,1.708,1.571,1.428,1.284,1.143,1.014,0.927,0.949,1.001,1.097,1.225,1.367,1.510,1.588,1.597,1.601,1.602,1.614,1.670,1.707,1.710,1.726,1.786,1.835,1.874,1.901,1.915,1.894,1.826,1.732,1.622,1.540,1.540,1.492,1.471,1.471,1.460,1.449,1.402,1.360,1.313,1.271,1.249,1.243,1.247,1.259,1.254,1.246,1.241,1.234,1.227,1.228,1.230,1.231,1.230,1.221,1.196,1.162,1.120,1.080,1.046,1.042,1.042,1.042,1.042,1.042,1.042,1.042,1.042,1.042,1.042,1.042,1.012,0.980,0.951,0.926,0.922,0.922,0.922,1.008,1.152,1.292,1.425,1.549,1.665,1.775,1.882,1.985,2.084,2.178,2.267,2.355,2.441,2.525,2.600,2.665,2.715,2.766,2.858,2.892,2.923,2.911,2.910,2.910,2.910,2.871,2.863,2.863,2.933,2.908,2.903,2.964,2.946,2.943,2.943,2.943,2.943,2.943,2.943,2.943,2.943,2.943,2.943,2.943,2.943,2.943,2.943,2.943,2.943,2.943,2.943,2.943,2.943,2.943,2.943,3.025,3.025,3.025,3.025,3.025,3.070,3.104,3.129,3.144,3.157,3.163,3.160,3.147,3.121,3.018,2.875,2.875,2.875,2.849,2.869,2.912,2.912,2.912,2.912,2.912,2.912,2.929,3.001,3.063,3.152,3.274,3.402,3.524,3.457,3.401,3.401,3.401,3.401,3.401,3.397,3.446,3.542,3.649,3.743,3.860,3.994,4.129,4.265,4.396,4.423,4.423,4.423,4.423,4.423,4.423,4.423,4.423,4.423,4.423,4.423,4.423,4.423,4.423,4.419,4.363,4.255,4.140,4.118,4.118,4.118,4.118,4.118,4.118,4.118,4.118,4.118,4.118,4.118,3.981,3.843,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.789,3.756,3.620,3.476,3.340,3.250,3.250,3.336,3.479,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.559,3.534,3.503,3.467,3.433,3.395,3.352,3.306,3.262,3.224,3.185,3.144,3.102,3.055,3.007,2.959,2.911,2.861,2.811,2.761,2.709,2.657,2.604,2.551,2.498,2.445,2.395,2.350,2.306,2.260,2.212,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.144,2.094,2.044,1.993,1.942,1.892,1.840,1.791,1.740,1.689,1.639,1.588,1.537,1.517,1.520,1.528,1.537,1.541,1.539,1.532,1.519,1.503,1.486,1.475,1.457,1.409,1.359,1.309,1.256,1.206,1.152,1.097,1.042,0.986,0.931,0.876,0.822,0.767,0.714,0.663,0.617,0.572,0.531,0.486,0.438,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.413,0.398,0.355,0.302,0.251,0.230,0.224,0.217,0.220,0.222,0.220,0.214,0.204,0.190,0.160,0.113,0.098,0.101,0.117,0.139,0.163,0.188,0.210,0.228,0.244,0.253,0.253,0.253,0.225,0.200,0.200,0.182,0.143,0.110,0.081,0.057,0.034,0.012,-0.009,-0.029,-0.048,-0.068,-0.090,-0.114,-0.140,-0.166,-0.191,-0.216,-0.238,-0.263,-0.287,-0.310,-0.331,-0.352,-0.374,-0.395,-0.415,-0.436,-0.455,-0.475,-0.495,-0.496,-0.473,-0.444,-0.412,-0.379,-0.349,-0.339,-0.336,-0.334,-0.332,-0.332,-0.333,-0.334,-0.335,-0.335,-0.335,-0.336,-0.336,-0.337,-0.337,-0.338,-0.339,-0.342,-0.358,-0.398,-0.452,-0.505,-0.552,-0.595,-0.635,-0.674,-0.708,-0.744,-0.780,-0.817,-0.853,-0.889,-0.928,-0.928,-0.928,-0.928,-0.928,-0.965,-1.002,-1.040,-1.086,-1.086,-1.086,-1.071,-1.050,-1.031,-1.013,-0.992,-0.971,-0.949,-0.925,-0.900,-0.871,-0.839,-0.807,-0.777,-0.758,-0.747,-0.739,-0.734,-0.731,-0.728,-0.725,-0.723,-0.724,-0.727,-0.731,-0.734,-0.737,-0.741,-0.744,-0.748,-0.753,-0.757,-0.761,-0.766,-0.769,-0.773,-0.776,-0.779,-0.782,-0.785,-0.787,-0.790,-0.793,-0.796,-0.800,-0.804,-0.808,-0.813,-0.818,-0.823,-0.829,-0.834,-0.838,-0.842,-0.842,-0.842,-0.841,-0.844,-0.849,-0.857,-0.868,-0.879,-0.891,-0.905,-0.920,-0.936,-0.951,-0.968,-0.986,-1.006,-1.025,-1.049,-1.075,-1.104,-1.133,-1.164,-1.196,-1.228,-1.263,-1.295,-1.297,-1.298,-1.299,-1.300,-1.300,-1.300,-1.300,-1.300,-1.312,-1.338,-1.362,-1.388,-1.414,-1.443,-1.464,-1.464,-1.490,-1.536,-1.589,-1.636,-1.684,-1.732,-1.780,-1.829,-1.871,-1.916,-1.954,-1.986,-2.017,-2.045,-2.076,-2.116,-2.164,-2.209,-2.250,-2.290,-2.331,-2.375,-2.416
