"Player Position X {0.100}","Player Position Y {0.100}","Player Position Z {0.100}","Head Rotation X {0.100}","Head Rotation Y {0.100}","Head Rotation Z {0.100}","Player Height {0.100}","Object Viewed by Player {0.100}","Simulation Timings {0.200}"
4.870,0.000,3.930,352.864,221.487,359.953,0.817,"Door from [20.32] to [24.18]","Begining : [20.5]"
4.870,0.000,3.930,352.860,221.485,359.952,0.817,"Cube.009 from [24.18] to [24.62]",
4.870,0.000,3.930,352.881,221.485,359.947,0.817,"Ceiling from [24.62] to [24.90]",
4.870,0.000,3.930,352.855,221.493,359.943,0.817,"Cube.009 from [24.90] to [25.63]",
4.870,0.000,3.930,352.866,221.493,359.941,0.817,"SmokePlane (14) from [25.63] to [25.89]",
4.870,0.000,3.930,352.873,221.495,359.943,0.817,"Cube from [25.89] to [26.72]",
4.870,0.000,3.930,352.878,221.493,359.956,0.817,"SmokePlane (14) from [26.72] to [26.85]",
4.870,0.000,3.930,352.865,221.483,359.942,0.817,"Cube.009 from [26.85] to [27.10]",
4.870,0.000,3.930,352.873,221.494,359.945,0.817,"Door from [27.10] to [27.45]",
4.870,0.000,3.930,352.835,221.485,359.952,0.817,"SmokePlane (16) from [27.45] to [27.55]",
4.870,0.000,3.930,352.865,221.480,359.960,0.817,"Cube.002 from [27.55] to [27.68]",
4.870,0.000,3.930,352.877,221.484,359.934,0.817,"SmokePlane (16) from [27.68] to [27.81]",
4.870,0.000,3.930,352.840,221.493,359.946,0.817,"Door from [27.81] to [27.93]",
4.870,0.000,3.930,352.851,221.480,359.947,0.817,"Cube.009 from [27.93] to [28.26]",
4.870,0.000,3.930,352.881,221.482,359.956,0.817,"Grid from [28.26] to [28.98]",
4.870,0.000,3.930,352.874,221.490,359.945,0.817,"Plane from [28.98] to [29.11]",
4.870,0.000,3.930,352.883,221.484,359.949,0.817,"Grid.001 from [29.11] to [29.21]",
4.870,0.000,3.930,352.861,221.478,359.957,0.817,"SmokePlane (16) from [29.21] to [29.34]",
4.870,0.000,3.930,352.878,221.492,359.956,0.817,"Cube.002 from [29.34] to [29.46]",
4.870,0.000,3.930,352.861,221.468,359.961,0.817,"SmokePlane (16) from [29.46] to [29.56]",
4.870,0.000,3.930,352.878,221.493,359.955,0.817,"Door from [29.56] to [29.81]",
4.870,0.000,3.930,352.863,221.494,359.960,0.817,"Cube.009 from [29.81] to [30.51]",
4.870,0.000,3.930,352.895,221.491,359.970,0.817,"Frame Right from [30.51] to [30.74]",
4.870,0.000,3.930,352.898,221.482,359.969,0.817,"Door from [30.74] to [30.86]",
4.870,0.000,3.930,352.883,221.494,359.960,0.817,"Cube.009 from [30.86] to [37.54]",
4.870,0.000,3.930,352.902,221.491,359.958,0.817,"SmokePlane (23) from [37.54] to [37.64]",
4.870,0.000,3.930,352.842,221.488,359.942,0.817,"Door from [37.64] to [37.75]",
4.870,0.000,3.930,352.861,221.490,359.960,0.817,,
4.870,0.000,3.930,352.912,221.491,359.964,0.817,,
4.870,0.000,3.930,352.991,221.588,359.978,0.817,,
4.870,0.000,3.930,352.696,221.715,0.087,0.817,,
4.870,0.000,3.930,353.131,218.326,0.446,0.817,,
4.870,0.000,3.930,359.778,221.852,1.499,0.821,,
4.870,0.000,3.930,356.382,226.460,8.305,0.853,,
4.870,0.000,3.930,347.141,225.131,10.610,0.897,,
4.870,0.000,3.930,339.801,226.127,15.065,0.945,,
4.870,0.000,3.930,332.358,224.883,18.659,0.993,,
4.870,0.000,3.930,326.773,224.240,23.268,1.020,,
4.870,0.000,3.930,325.831,225.393,27.587,1.035,,
4.870,0.000,3.930,329.730,230.975,25.898,1.037,,
4.870,0.000,3.930,334.756,233.404,26.572,1.032,,
4.870,0.000,3.795,338.849,234.872,21.494,1.024,,
4.870,0.000,3.795,343.616,238.208,24.316,1.013,,
4.870,0.000,3.795,342.740,241.050,30.400,1.010,,
4.870,0.000,3.795,338.079,244.727,31.873,1.017,,
4.870,0.000,3.795,334.104,257.402,39.924,1.026,,
4.870,0.000,3.640,333.335,266.923,45.581,1.037,,
4.870,0.000,3.640,333.672,274.379,41.514,1.044,,
4.870,0.000,3.640,334.940,281.711,50.199,1.043,,
4.870,0.000,3.510,333.749,284.179,61.386,1.043,,
4.870,0.000,3.510,332.080,283.880,80.618,1.047,,
4.870,0.000,3.510,332.945,285.085,76.354,1.042,,
4.870,0.000,3.510,336.207,286.011,69.974,1.035,,
4.870,0.000,3.510,341.225,275.220,66.824,1.029,,
4.870,0.000,3.510,344.718,262.586,62.611,1.017,,
4.870,0.000,3.510,347.359,242.904,51.477,0.996,,
4.870,0.000,3.510,347.168,231.927,52.173,0.981,,
4.870,0.000,3.510,352.824,223.570,57.868,0.963,,
