"Player Position X {0.100}","Player Position Y {0.100}","Player Position Z {0.100}","Head Rotation X {0.100}","Head Rotation Y {0.100}","Head Rotation Z {0.100}","Player Height {0.100}","Object Viewed by Player {0.100}","Simulation Timings {0.200}"
5.700,0.000,0.120,0.000,90.000,0.000,0.300,"Wall.001 from [23.15] to [23.37]","Begining : [23.2]"
4.793,0.000,3.199,0.000,90.000,0.000,0.300,"Cube from [23.37] to [23.48]",
3.586,0.000,4.220,0.000,90.000,0.000,0.300,"head collider from [23.48] to [23.68]",
2.570,0.000,4.770,0.000,90.000,0.000,0.300,"head collider from [23.68] to [23.80]",
1.031,0.000,4.729,0.000,90.000,0.000,0.300,"RightHand Controller from [23.80] to [23.91]",
1.015,0.000,4.776,0.000,90.000,0.000,0.300,"head collider from [23.91] to [24.23]",
0.807,0.000,4.285,0.000,90.000,0.000,0.300,"head collider from [24.23] to [24.34]",
0.530,0.000,3.900,0.000,90.000,0.000,0.300,"head collider from [24.34] to [24.56]",
0.150,0.000,3.670,0.000,90.000,0.000,0.300,"head collider from [24.56] to [24.67]",
-0.070,0.000,3.610,0.000,90.000,0.000,0.300,"head collider from [24.67] to [24.78]",
-0.420,0.000,3.670,0.000,90.000,0.000,0.300,"head collider from [24.78] to [25.10]",
-0.550,0.000,3.690,0.000,90.000,0.000,0.300,"head collider from [25.10] to [25.31]",
-0.640,0.000,3.710,0.000,90.000,0.000,0.300,"head collider from [25.31] to [25.41]",
-0.800,0.000,3.220,0.000,90.000,0.000,0.300,"head collider from [25.41] to [25.53]",
-0.990,0.000,1.640,0.000,90.000,0.000,0.300,"head collider from [25.53] to [25.65]",
-0.470,0.000,0.030,0.000,90.000,0.000,0.300,"head collider from [25.65] to [25.75]",
0.440,0.000,-0.440,0.000,90.000,0.000,0.300,"head collider from [25.75] to [25.87]",
1.360,0.000,-0.490,0.000,90.000,0.000,0.300,"head collider from [25.87] to [26.21]",
2.780,0.000,-0.560,0.000,90.000,0.000,0.300,"head collider from [26.21] to [26.43]",
3.510,0.000,-0.430,0.000,90.000,0.000,0.300,"head collider from [26.43] to [26.65]",
4.140,0.000,-0.260,0.000,90.000,0.000,0.300,"head collider from [26.65] to [26.75]",
4.740,0.000,-0.080,0.000,90.000,0.000,0.300,"head collider from [26.75] to [26.97]",
5.050,0.000,0.000,0.000,90.000,0.000,0.300,"head collider from [26.97] to [27.08]",
5.100,0.000,0.000,0.000,90.000,0.000,0.300,"head collider from [27.08] to [27.20]",
5.100,0.000,0.000,0.000,90.000,0.000,0.300,"head collider from [27.20] to [27.30]",
5.100,0.000,0.000,0.000,90.000,0.000,0.300,"head collider from [27.30] to [27.41]",
5.100,0.000,0.000,0.000,90.000,0.000,0.300,"head collider from [27.41] to [27.51]",
5.100,0.000,0.000,0.000,90.000,0.000,0.300,"head collider from [27.51] to [28.19]",
5.100,0.000,0.000,0.000,90.000,0.000,0.300,"head collider from [28.19] to [28.30]",
5.100,0.000,0.000,0.000,90.000,0.000,0.300,"head collider from [28.30] to [28.41]",
5.100,0.000,0.000,0.000,90.000,0.000,0.300,"head collider from [28.41] to [28.51]",
5.100,0.000,0.000,0.000,90.000,0.000,0.300,"head collider from [28.51] to [28.62]",
5.100,0.000,0.000,0.000,90.000,0.000,0.300,"head collider from [28.62] to [28.72]",
5.100,0.000,0.000,0.000,90.000,0.000,0.300,"head collider from [28.72] to [28.83]",
5.100,0.000,0.000,0.000,90.000,0.000,0.300,"head collider from [28.83] to [28.94]",
5.100,0.000,0.000,0.000,90.000,0.000,0.300,"head collider from [28.94] to [29.05]",
5.100,0.000,0.000,0.000,90.000,0.000,0.300,"head collider from [29.05] to [29.39]",
5.370,0.000,-0.020,0.000,90.000,0.000,0.300,"head collider from [29.39] to [29.50]",
5.690,0.000,0.060,0.000,90.000,0.000,0.300,"head collider from [29.50] to [29.83]",
5.760,0.000,0.060,0.000,90.000,0.000,0.300,"head collider from [29.83] to [29.94]",
5.760,0.000,0.060,0.000,90.000,0.000,0.300,"head collider from [29.94] to [30.28]",
5.760,0.000,0.060,0.000,90.000,0.000,0.300,"head collider from [30.28] to [30.38]",
5.760,0.000,0.060,0.000,90.000,0.000,0.300,"head collider from [30.38] to [30.71]",
5.760,0.000,0.060,0.000,90.000,0.000,0.300,"head collider from [30.71] to [30.81]",
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.760,0.000,0.060,0.000,90.000,0.000,0.300,,
5.780,0.000,0.040,0.000,90.000,0.000,0.300,,
6.320,0.000,-1.120,0.000,90.000,0.000,0.300,,
6.480,0.000,-1.860,0.000,90.000,0.000,0.300,,
